SHOP_ID,COACH,ZIPCODE,CITY,COUNTRY,OPENING_TIME,CLOSING_TIME,IS_CANCELLED,CANCELLED_AT,AUTOMATIC_PLANNING_USES,POPULAR_SHIFTS_COUNT,OPTIMISATION_ACTIVATED_BY_HAND,MEAL_COMPENSATION_ACTIVATED,SEND_REPORT_BY_EMAIL,DAY_BADGING_ACTIVATED,CONFIGURED,BADGING,AUTOMATIC_PLANNING_ACTIVE,INTEGRATIONS,LATITUDE,LONGITUDE,CREATED_AT
9923,hello@skello.io,13210,SAINT REMY DE PROVENCE,FR,2021-08-16 00:00:00.000000000,2021-08-16 00:00:00.000000000,true,2021-09-28 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,,,2021-08-02 05:34:36.805163000
12626,louise@skello.io,91420,Morangis,FR,2022-02-10 09:00:00.000000000,2022-02-10 20:00:00.000000000,true,2022-04-15 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,48.7002582,2.3260246,2022-01-31 18:41:33.316553000
10100,christelle@skello.io,75017,Paris,FR,2021-09-07 08:00:00.000000000,2021-09-07 20:00:00.000000000,false,,1,5,false,false,false,false,true,false,false,,48.8887037,2.314581,2021-09-07 09:21:15.325365000
675,marie-victoire@skello.io,,,FR,2020-12-17 08:00:00.000000000,2020-12-17 00:00:00.000000000,true,2021-12-10 00:00:00.000000000,0,5,true,true,false,false,true,false,false,persille,,,2017-10-16 09:07:52.390297000
10253,leopold@skello.io,30140,anduze,FR,2021-09-25 06:00:00.000000000,2021-09-25 20:00:00.000000000,true,2021-11-03 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,44.0622402,3.9734145,2021-09-22 12:33:01.312715000
9284,hello@skello.io,75010,Paris,FR,2021-05-18 09:00:00.000000000,2021-05-18 03:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,,,2021-05-18 12:51:52.156187000
6803,agathe.lemaistre@skello.io,92800,PUTEAUX,FR,2021-05-11 08:00:00.000000000,2021-05-11 22:00:00.000000000,true,2021-12-14 00:00:00.000000000,0,5,true,false,false,false,true,true,false,,48.890556,2.2373204,2020-07-10 13:21:15.860631000
2385,marie-victoire@skello.io,75006,Paris,FR,2020-10-27 00:00:00.000000000,2020-10-27 00:00:00.000000000,true,2022-03-23 11:13:26.901000000,0,10,true,true,false,false,true,true,false,,48.845813,2.324388,2018-11-29 16:14:15.393170000
3929,maelle.briot@skello.io,12850,Onet le Chateau,FR,2021-01-18 00:00:00.000000000,2021-01-18 00:00:00.000000000,true,2022-01-28 11:15:53.820000000,0,5,true,true,false,false,true,false,false,,44.394667,2.6034817,2019-09-04 21:57:21.091742000
10308,marie-victoire@skello.io,06000,NICE,FR,2021-09-24 08:00:00.000000000,2021-09-24 00:00:00.000000000,true,2021-11-24 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,43.697788,7.269113999999999,2021-09-24 14:50:52.347387000
5231,timothee@skello.io,,,FR,2018-10-12 05:00:00.000000000,2018-10-12 21:00:00.000000000,true,2022-03-09 16:50:15.842000000,0,12,true,false,false,false,true,true,false,hanagroup,,,2020-01-08 19:14:27.527623000
3025,hello@skello.io,69002,Lyon,FR,2019-03-11 07:00:00.000000000,2019-03-11 22:00:00.000000000,true,2021-07-21 00:00:00.000000000,0,5,true,true,false,false,true,false,false,,45.76180670000001,4.835176199999999,2019-03-14 17:30:28.426937000
5354,timothee@skello.io,,,FR,2020-01-29 05:00:00.000000000,2020-01-29 21:00:00.000000000,true,2022-03-09 16:56:20.575000000,0,12,true,false,false,false,true,true,false,hanagroup,,,2020-01-08 19:16:27.645644000
150,timothee@skello.io,77410 ,Claye-Souilly,FR,2020-09-10 08:00:00.000000000,2020-09-10 22:00:00.000000000,true,2022-02-03 00:00:00.000000000,0,5,false,true,false,false,true,false,false,crepeat,48.9468642,2.6631332,2016-10-20 21:39:00.179637000
1623,timothee@skello.io,97615,PAMANDZI,YT,2018-07-02 06:00:00.000000000,2018-07-02 00:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,,-12.8028587,45.2824597,2018-07-03 13:46:38.045671000
5091,thibaut.m@skello.io,95470,St-Witz,FR,2020-08-23 09:00:00.000000000,2020-08-23 02:00:00.000000000,true,2021-07-12 00:00:00.000000000,0,10,false,true,false,false,true,true,false,,,,2020-01-05 20:35:16.126471000
10874,baptiste@skello.io,92300,levallois perret ,FR,2021-11-10 09:00:00.000000000,2021-11-10 22:00:00.000000000,true,2022-02-11 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,48.8968238,2.2839796,2021-11-10 10:39:13.574881000
6199,agathe.lemaistre@skello.io,35000,RENNES,FR,2020-11-27 08:00:00.000000000,2020-11-27 20:00:00.000000000,true,2022-03-24 14:22:06.900000000,0,5,true,true,false,false,true,false,false,french_hotel,48.1066522,-1.6943161,2020-03-31 13:34:26.970691000
9509,jeremy.h@skello.io,64100,BAYONNE,FR,2021-06-14 08:00:00.000000000,2021-06-14 01:00:00.000000000,true,2021-06-21 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,,,2021-06-14 14:38:15.612108000
8747,philippe-emmanuel@skello.io,51130,VERTUS,FR,2021-12-14 00:00:00.000000000,2021-12-14 23:00:00.000000000,true,2022-01-17 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,48.9031124,4.006323399999999,2021-03-19 10:06:07.745778000
753,carlotta@skello.io,92500,Rueil-Malmaison,FR,2021-05-10 08:00:00.000000000,2021-05-10 23:00:00.000000000,true,2021-08-11 00:00:00.000000000,0,5,true,true,false,false,true,true,false,,48.8778053,2.1784765,2017-11-15 22:12:03.537084000
11125,hello@skello.io,13002,MARSEILLE,FR,2021-12-13 00:00:00.000000000,2021-12-13 00:00:00.000000000,true,2022-02-11 00:00:00.000000000,1,5,false,true,false,false,true,true,false,,43.3085302,5.3676208,2021-12-02 18:32:13.378346000
3440,marie@skello.io,75017,PARIS,FR,2019-06-03 05:00:00.000000000,2019-06-03 20:00:00.000000000,false,,0,5,true,true,false,false,true,true,false,,48.8786046,2.2953899,2019-06-06 13:02:03.235190000
4434,marie-victoire@skello.io,01710,THOIRY,FR,2020-10-09 09:00:00.000000000,2020-10-09 03:00:00.000000000,true,2022-03-31 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,46.2280668,5.993695799999999,2019-11-07 15:39:24.046618000
459,hello@skello.io,77700,Serris,FR,2020-10-23 08:00:00.000000000,2020-10-23 22:00:00.000000000,true,2022-03-07 09:47:15.980000000,0,5,false,true,false,false,true,false,false,,48.85511229999999,2.7780532,2017-07-08 15:11:03.243524000
2028,constance@skello.io, 91021 x, 91021 EVRY,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-07-01 00:00:00.000000000,0,5,true,true,false,false,true,false,false,spv,48.6165674,2.4244442,2018-10-08 12:01:04.807225000
8819,timothee@skello.io,75002,Paris,FR,2021-04-28 07:00:00.000000000,2021-04-28 21:00:00.000000000,false,,0,5,true,true,false,false,true,true,false,starbucks,48.8699839,2.3443919,2021-03-26 15:12:55.423561000
1058,maelle.briot@skello.io,33100,BORDEAUX,FR,2020-06-03 07:00:00.000000000,2020-06-03 02:00:00.000000000,true,2021-11-15 00:00:00.000000000,0,5,true,true,false,false,true,false,false,,44.83997069999999,-0.5591427999999999,2018-02-01 10:46:02.419207000
6368,hello@skello.io,34000,Montpellier,FR,2020-05-07 08:00:00.000000000,2020-05-07 20:00:00.000000000,true,2022-02-04 16:14:44.735000000,0,5,true,false,false,false,true,true,false,,43.6082297,3.8735839,2020-05-06 13:44:18.499110000
10475,dennis@skello.io,56880,PLOEREN,FR,2021-10-05 06:00:00.000000000,2021-10-05 00:00:00.000000000,true,2021-11-23 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,47.66282589999999,-2.8014171,2021-10-05 07:41:32.732883000
9077,agathe.lemaistre@skello.io,31400,TOULOUSE,FR,2021-05-06 08:00:00.000000000,2021-05-06 03:00:00.000000000,true,2021-11-10 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,43.5773397,1.4778026,2021-04-27 09:16:09.205641000
11935,jeremy.g@skello.io,40410,SAUGNACQ ET MURET,FR,2022-01-20 00:00:00.000000000,2022-01-20 00:00:00.000000000,true,2022-02-07 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,44.36167760000001,-0.8521141,2022-01-10 14:08:37.629008000
1737,constance@skello.io, 59650 ,VILLENEUVE D'ASCQ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-09-28 00:00:00.000000000,0,15,true,true,false,false,true,false,false,spv,50.621299,3.1335819,2018-07-30 08:20:41.843313000
7600,hello@skello.io,49530,Oree d'Anjou,FR,2020-11-27 00:00:00.000000000,2020-11-27 00:00:00.000000000,true,2021-12-27 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,47.3362218,-1.1845067,2020-10-22 14:25:27.143243000
2040,constance@skello.io, 65100 ,LOURDES  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-07-01 00:00:00.000000000,0,10,true,true,false,false,true,false,false,spv,43.098795,-0.045224,2018-10-08 12:18:56.330350000
10220,baptiste@skello.io,83190,OLLIOULES,FR,2021-09-20 05:00:00.000000000,2021-09-20 20:00:00.000000000,true,2021-12-03 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,43.127044,5.8608974,2021-09-20 11:32:14.830126000
303,constance@skello.io,69003,LYON,FR,2020-10-17 07:00:00.000000000,2020-10-17 01:00:00.000000000,true,2021-06-25 20:48:31.214000000,0,5,true,true,false,false,true,true,false,,45.7617272,4.855722699999999,2017-03-22 13:23:52.115573000
2051,constance@skello.io, 45000 ,ORLEANS ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-07-01 00:00:00.000000000,0,5,false,true,false,false,true,false,false,spv,47.9062389,1.8980115,2018-10-08 12:49:21.709827000
5014,marie-victoire@skello.io,92800,Puteaux,FR,2019-12-19 00:00:00.000000000,2019-12-19 00:00:00.000000000,false,,0,5,true,false,false,false,true,true,false,,48.8915181,2.2378178,2019-12-19 17:00:54.813028000
3362,timothee@skello.io,97600,MAMOUDZOU,YT,2021-08-27 06:00:00.000000000,2021-08-27 23:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,,-12.7769413,45.230915,2019-05-24 11:18:47.349732000
4490,timothee@skello.io,86000,POITIERS,FR,2020-09-10 08:00:00.000000000,2020-09-10 23:00:00.000000000,true,2022-02-03 00:00:00.000000000,0,5,false,true,false,false,true,false,false,crepeat,46.5517678,0.29975,2019-11-15 11:36:46.755625000
3983,constance@skello.io,75012,BERCY,FR,2020-07-23 00:00:00.000000000,2020-07-23 00:00:00.000000000,true,2021-06-25 20:52:30.499000000,0,5,false,true,false,false,true,true,false,,48.8336039,2.3863556,2019-09-17 13:22:13.278674000
1801,meng-lan@skello.io,72100,Le Mans,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,true,2021-11-15 00:00:00.000000000,0,5,true,true,false,false,true,false,false,bhi,47.9947272,0.1914609,2018-09-03 16:56:35.377069000
8102,dennis@skello.io,39240,THOIRETTE,FR,2020-12-15 06:00:00.000000000,2020-12-15 21:00:00.000000000,true,2021-12-30 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,46.2694927,5.534707,2020-12-15 08:31:18.819404000
3957,florian@skello.io,75016,PARIS,FR,2020-06-12 06:00:00.000000000,2020-06-12 21:00:00.000000000,true,2021-08-19 09:35:16.715000000,0,5,false,false,false,false,true,false,false,,48.858189,2.2767464,2019-09-11 08:42:58.230725000
5687,agathe.r@skello.io,45380,LA CHAPELLE SAINT MESMIN,FR,2020-01-31 06:00:00.000000000,2020-01-31 23:00:00.000000000,true,2022-03-15 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,47.89354609999999,1.8501051,2020-01-31 17:53:30.871747000
6687,ilona.dronne@skello.io,74700,Sallanches,FR,2020-07-10 04:00:00.000000000,2020-07-10 20:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,,,2020-06-29 09:27:27.603251000
10623,baptiste@skello.io,11270,LASSERRE DE PROUILHE,FR,2021-10-21 00:00:00.000000000,2021-10-21 00:00:00.000000000,true,2021-11-04 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,,,2021-10-21 08:36:36.055934000
3759,timothee@skello.io,69007,Lyon,FR,2021-08-26 07:00:00.000000000,2021-08-26 22:00:00.000000000,true,2022-03-07 10:03:19.274000000,0,5,true,false,false,false,true,false,false,,45.7516622,4.8528595,2019-07-30 14:52:55.416935000
5691,maelle.briot@skello.io,29890,KERLOUAN,FR,2022-02-09 09:00:00.000000000,2022-02-09 23:00:00.000000000,false,,0,5,false,true,false,false,true,true,false,,48.6677952,-4.3723862,2020-01-31 20:30:11.705883000
3755,timothee@skello.io,69160,Tassin la-demi-lune,FR,2021-08-26 07:00:00.000000000,2021-08-26 22:00:00.000000000,true,2022-03-07 10:02:15.675000000,0,5,false,false,false,false,true,false,false,,45.7638437,4.7808505,2019-07-30 14:31:24.121924000
5811,maelle.briot@skello.io,67100,Strasbourg,FR,2020-02-17 09:00:00.000000000,2020-02-17 02:00:00.000000000,true,2022-03-07 00:00:00.000000000,0,5,true,true,false,false,true,true,false,,48.57411250000001,7.763515399999999,2020-02-13 10:50:44.025864000
6874,ilona.dronne@skello.io,38400,Saint martin d'hères,FR,2021-05-29 06:00:00.000000000,2021-05-29 04:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,5,true,true,false,false,true,true,false,,,,2020-07-23 12:17:46.198656000
9954,maelle.briot@skello.io,73100,Aix les bains,FR,2021-11-23 00:00:00.000000000,2021-11-23 00:00:00.000000000,true,2022-01-12 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,45.6739938,5.9097421,2021-08-06 08:19:18.342205000
6706,agathe.lemaistre@skello.io,35000,RENNES,FR,2020-09-07 09:00:00.000000000,2020-09-07 20:00:00.000000000,true,2022-03-24 15:11:31.413000000,0,5,false,true,false,false,true,false,false,french_hotel,48.1066522,-1.6943161,2020-06-30 09:53:07.148461000
4775,marie-victoire@skello.io,33400,TALENCE,FR,2021-11-17 08:00:00.000000000,2021-11-17 02:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,,44.8123241,-0.5875809,2019-12-06 10:07:32.080450000
3531,meng-lan@skello.io,69300,Caluire et cuire,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,false,,0,5,true,true,false,false,true,true,false,bhi,45.7898771,4.859966,2019-06-20 14:35:51.487667000
3756,timothee@skello.io,25480,Ecole Valentin,FR,2021-08-26 08:00:00.000000000,2021-08-26 22:00:00.000000000,true,2022-03-07 10:03:48.404000000,0,5,false,false,false,false,true,false,false,,47.278022,5.9983965,2019-07-30 14:44:11.430404000
8116,louise@skello.io,34090,Montpellier ,FR,2021-01-29 04:00:00.000000000,2021-01-29 23:00:00.000000000,true,2021-07-05 16:43:53.390000000,0,5,false,false,false,false,true,true,false,,,,2020-12-16 19:41:18.592024000
7824,agathe.r@skello.io,14360,TROUVILLE SUR MER,FR,2022-01-13 00:00:00.000000000,2022-01-13 00:00:00.000000000,true,2022-03-02 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,49.3615272,0.0865811,2020-11-17 16:17:37.632763000
9717,hello@skello.io,75008,Paris,FR,2021-07-28 00:00:00.000000000,2021-07-28 00:00:00.000000000,true,2021-11-24 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,48.8748754,2.3260143,2021-07-08 15:27:46.058509000
7336,marie-victoire@skello.io,75002,Paris,FR,2020-09-22 00:00:00.000000000,2020-09-22 00:00:00.000000000,true,2021-10-29 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,,,2020-09-22 14:38:45.316104000
10540,emma@skello.io,93100,Montreuil,FR,2021-10-14 00:00:00.000000000,2021-10-14 00:00:00.000000000,true,2022-03-07 10:05:02.643000000,0,5,false,false,false,false,true,true,false,,48.8552903,2.4465933,2021-10-11 13:16:52.744870000
4748,timothee@skello.io,67000,Strasbourg,FR,2020-09-10 08:00:00.000000000,2020-09-10 22:00:00.000000000,true,2022-02-03 00:00:00.000000000,0,5,true,false,false,false,true,false,false,crepeat,48.5838134,7.740766700000001,2019-12-05 09:40:05.881613000
2036,constance@skello.io, 72100 ,LE MANS ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-07-01 00:00:00.000000000,0,5,true,true,false,false,true,false,false,spv,47.9911727,0.2330584,2018-10-08 12:13:17.765332000
10478,dennis@skello.io,56250,TREFFLEAN,FR,2021-10-05 06:00:00.000000000,2021-10-05 00:00:00.000000000,true,2021-11-23 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,47.6810865,-2.6140917,2021-10-05 07:43:55.750049000
10014,shannen@skello.io,62000,dainville,FR,2021-08-27 07:00:00.000000000,2021-08-27 18:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,,,2021-08-25 13:34:20.433871000
8314,agathe.lemaistre@skello.io,32000,Auch,FR,2021-01-20 09:00:00.000000000,2021-01-20 19:00:00.000000000,true,2021-12-11 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,43.6652242,0.6117975,2021-01-20 16:29:21.470721000
9418,hello@skello.io,1003,LAUSANNE ,CH,2021-06-01 08:00:00.000000000,2021-06-01 03:00:00.000000000,false,,0,5,false,false,false,false,true,true,false,,46.5211893,6.629378399999999,2021-06-01 13:33:43.998991000
2900,timothee@skello.io,75001,PARIS,FR,2020-09-10 08:00:00.000000000,2020-09-10 22:00:00.000000000,true,2022-02-03 00:00:00.000000000,0,5,true,false,false,false,true,false,false,crepeat,48.8619911,2.3464163,2019-03-05 14:52:47.288486000
10479,hello@skello.io,75004,paris ,FR,2022-01-03 09:00:00.000000000,2022-01-03 01:00:00.000000000,true,2022-02-01 00:00:00.000000000,11,5,false,true,false,false,true,true,false,,48.8684361,2.3495547,2021-10-05 08:12:31.299458000
4769,meng-lan@skello.io,50110,TOURLAVILLE,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,true,2021-11-15 00:00:00.000000000,0,5,true,true,false,false,true,false,false,bhi,49.6334891,-1.5833877,2019-12-05 17:25:57.956666000
9134,marie-victoire@skello.io,27000,EVREUX,FR,2021-04-29 07:00:00.000000000,2021-04-29 22:00:00.000000000,true,2021-12-24 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,49.0140942,1.1805808,2021-04-29 16:57:46.881480000
8328,david.goncalvez@skello.io,59400,Cambrai,FR,2021-01-22 07:00:00.000000000,2021-01-22 21:00:00.000000000,true,2021-07-11 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-01-22 08:38:01.484685000
9123,paul.b@skello.io,75017,PARIS,FR,2021-05-18 06:00:00.000000000,2021-05-18 00:00:00.000000000,true,2021-11-29 00:00:00.000000000,0,10,false,false,false,false,true,false,false,,48.8849337,2.30796,2021-04-29 12:18:36.864168000
3210,maelle.briot@skello.io,13005,MARSEIILE,FR,2019-05-13 00:00:00.000000000,2019-05-13 00:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,10,false,false,false,false,true,false,false,,43.2862544,5.3943376,2019-04-24 14:41:33.869562000
1150,carlotta@skello.io,75116,PARIS,FR,2019-12-30 06:00:00.000000000,2019-12-30 02:00:00.000000000,true,2021-01-15 00:00:00.000000000,0,5,false,false,false,false,true,true,false,petits_porteurs,48.8622057,2.2876293,2018-02-27 09:29:44.818767000
9007,paul.b@skello.io,34000,MONTPELLIER ,FR,2021-04-20 10:00:00.000000000,2021-04-20 00:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-04-20 16:09:39.912623000
7822,hello@skello.io,13380,PLAN DE CUQUES,FR,2020-11-26 03:00:00.000000000,2020-11-26 20:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,,43.3435748,5.466581199999999,2020-11-17 14:59:23.733669000
9244,anthony@skello.io,38490,CHARANCIEU,FR,2021-06-22 03:00:00.000000000,2021-06-22 20:00:00.000000000,true,2021-10-18 09:25:54.284000000,0,5,false,false,false,false,true,false,false,,,,2021-05-12 07:28:44.049796000
6165,maelle.briot@skello.io,69002,LYON,FR,2020-03-26 00:00:00.000000000,2020-03-26 00:00:00.000000000,true,2022-01-31 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,45.7619104,4.8331611,2020-03-26 10:38:51.866937000
12687,edgar@skello.io,91330,Yerres,FR,2022-02-02 08:00:00.000000000,2022-02-02 04:00:00.000000000,true,2022-03-28 00:00:00.000000000,0,5,false,true,false,false,true,false,true,,48.7270346,2.4994125,2022-02-02 10:58:38.434422000
4181,agathe.lemaistre@skello.io,75011,Paris,FR,2020-11-03 07:00:00.000000000,2020-11-03 00:00:00.000000000,true,2022-01-11 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,48.8600031,2.3772489,2019-10-10 14:55:48.133269000
6099,maelle.briot@skello.io,83420,LA CROIX-VALMER,FR,2020-03-12 00:00:00.000000000,2020-03-12 00:00:00.000000000,false,,0,5,false,false,false,false,true,false,false,,,,2020-03-12 08:19:10.994840000
726,carlotta@skello.io,75001,Paris,FR,2016-05-16 10:00:00.000000000,2016-05-16 10:00:00.000000000,true,2021-07-26 00:00:00.000000000,0,5,true,true,false,false,true,true,false,,48.8632132,2.3499506,2017-11-09 09:35:09.560806000
6096,hello@skello.io,92100,Boulogne Billancourt,FR,2021-05-17 08:00:00.000000000,2021-05-17 21:00:00.000000000,true,2022-03-07 09:49:47.042000000,0,5,true,false,false,true,true,true,false,payfit,48.8360066,2.2361407,2020-03-11 15:13:56.332161000
12964,finola@skello.io,20138,COTI CHIAVARI,FR,2022-02-15 09:00:00.000000000,2022-02-15 23:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,,41.7384029,8.7062624,2022-02-10 17:19:52.816221000
8419,agathe.lemaistre@skello.io,37000,TOURS,FR,2021-02-03 06:00:00.000000000,2021-02-03 23:00:00.000000000,true,2022-02-25 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,47.3787916,0.6781408,2021-01-29 11:14:12.795925000
93,timothee@skello.io,75002,Paris,FR,2016-05-16 06:00:00.000000000,2016-05-23 00:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,5,true,true,false,false,true,false,false,jour,48.8692369,2.3331111,2016-08-25 10:32:42.675627000
9926,maelle.briot@skello.io,69001,LYON,FR,2021-09-15 06:00:00.000000000,2021-09-15 21:00:00.000000000,true,2021-11-02 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-08-02 10:09:04.092256000
10778,hello@skello.io,73440,VAL THORENS,FR,2021-12-29 00:00:00.000000000,2021-12-29 00:00:00.000000000,true,2022-02-09 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,45.29678800000001,6.585268999999999,2021-10-28 07:45:10.766989000
4521,maelle.briot@skello.io,75002,PARIS,FR,2020-02-10 07:00:00.000000000,2020-02-10 17:00:00.000000000,true,2021-10-08 00:00:00.000000000,0,5,true,false,false,false,true,false,false,payfit,,,2019-11-19 08:18:07.864454000
12286,emma@skello.io,75003,PARIS,FR,2022-02-14 07:00:00.000000000,2022-02-14 18:00:00.000000000,true,2022-05-04 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,48.8633177,2.3567563,2022-01-20 21:14:19.194779000
8490,ilona.dronne@skello.io,75009,Paris,FR,2021-02-15 00:00:00.000000000,2021-02-15 00:00:00.000000000,true,2021-06-23 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-02-15 09:20:39.405737000
13281,baptiste@skello.io,76000,Rouen,FR,2022-02-21 04:00:00.000000000,2022-02-21 19:00:00.000000000,true,2022-03-07 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,49.4458473,1.0856086,2022-02-21 12:00:54.600117000
10309,marie-victoire@skello.io,06000,NICE,FR,2021-09-24 08:00:00.000000000,2021-09-24 00:00:00.000000000,true,2021-11-24 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,43.6955994,7.265203499999999,2021-09-24 14:53:21.355942000
1839,meng-lan@skello.io,90000,Belfort,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,true,2021-11-16 00:00:00.000000000,0,10,true,true,false,false,true,false,false,bhi,47.638962,6.8533934,2018-09-11 06:50:11.277416000
4639,maelle.briot@skello.io,78700,CONFLANS SAINTE HONORINE,FR,2019-11-27 00:00:00.000000000,2019-11-27 00:00:00.000000000,true,2021-11-24 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,49.00656069999999,2.0764149,2019-11-27 13:38:43.761071000
6939,hello@skello.io,91220,BRETIGNY-SUR-ORGE,FR,2020-07-29 06:00:00.000000000,2020-07-29 20:00:00.000000000,true,2021-10-30 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,48.5889654,2.3000683,2020-07-29 15:45:03.129247000
8784,baudouin@skello.io,25000,BESANCON,FR,2021-03-24 05:00:00.000000000,2021-03-24 20:00:00.000000000,true,2021-07-12 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,,,2021-03-23 09:59:02.695528000
2876,florian@skello.io,75004,PARIS,FR,2020-03-16 00:00:00.000000000,2020-03-16 00:00:00.000000000,true,2021-08-19 09:35:32.208000000,0,5,true,false,false,false,true,false,false,payfit,48.8580379,2.3533759,2019-02-27 16:38:30.714559000
6014,ilona.dronne@skello.io,75012,Paris,FR,2020-06-29 00:00:00.000000000,2020-06-29 00:00:00.000000000,true,2020-12-01 01:15:04.377183000,0,5,false,true,false,false,true,true,false,,,,2020-02-28 13:09:31.104282000
7962,hello@skello.io,01170,Gex,FR,2020-12-17 05:00:00.000000000,2020-12-17 21:00:00.000000000,true,2021-11-10 00:00:00.000000000,0,5,true,false,false,false,true,true,false,,46.33777,6.0756486,2020-12-04 12:42:44.886682000
4204,hello@skello.io,59720,LOUVROIL,FR,2020-07-12 00:00:00.000000000,2020-07-12 00:00:00.000000000,true,2022-03-07 00:15:10.335994000,0,5,true,true,false,false,true,true,false,,50.253545,3.9416732,2019-10-14 16:48:04.161733000
2067,constance@skello.io, 37000 ,TOURS ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-07-12 00:00:00.000000000,0,5,true,true,false,false,true,false,false,spv,47.38731809999999,0.6980664,2018-10-08 13:12:31.795420000
5686,agathe.r@skello.io,45770,SARAN,FR,2020-01-31 06:00:00.000000000,2020-01-31 23:00:00.000000000,true,2022-03-15 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,47.9396992,1.8926472,2020-01-31 17:50:03.428474000
6446,leila@skello.io,L 2314,LUXEMBOURG,LU,2020-05-28 07:00:00.000000000,2020-05-28 00:00:00.000000000,true,2021-02-25 14:18:43.077000000,0,5,true,true,false,false,true,false,false,,,,2020-05-18 13:00:07.054516000
11126,malhia@skello.io,92110,Clichy,FR,2022-01-28 09:00:00.000000000,2022-01-28 19:00:00.000000000,true,2022-03-30 00:00:00.000000000,8,5,false,false,false,false,true,false,false,,48.9095842,2.3082637,2021-12-03 08:17:44.649263000
9082,adele@skello.io,59250,Halluin,FR,2021-04-30 07:00:00.000000000,2021-04-30 20:00:00.000000000,true,2021-06-29 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,,,2021-04-27 11:54:00.460789000
9359,pierre@skello.io,81660,BOUT-DU-PONT-DE-LARN,FR,2021-06-22 00:00:00.000000000,2021-06-22 00:00:00.000000000,true,2021-07-10 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-05-28 08:12:16.968792000
