,LOST_DATE,CLOSE_DATE,SHOP_ID,CANAL,MACRO_INDUSTRY,ENGAGEMENT_TYPE,OPPORTUNITY_TYPE,TEAM,LOSS_TYPE,LOST_MRR,COACH,ZIPCODE,CITY,COUNTRY,OPENING_TIME,CLOSING_TIME,IS_CANCELLED,CANCELLED_AT,AUTOMATIC_PLANNING_USES,POPULAR_SHIFTS_COUNT,OPTIMISATION_ACTIVATED_BY_HAND,MEAL_COMPENSATION_ACTIVATED,SEND_REPORT_BY_EMAIL,DAY_BADGING_ACTIVATED,CONFIGURED,BADGING,AUTOMATIC_PLANNING_ACTIVE,INTEGRATIONS,LATITUDE,LONGITUDE,CREATED_AT
208,2022-01-03,2021-09-02,3267,Outbound,Hospitality,Mensuel,Contract Change,,Churn,85.32,timothee@skello.io,31200,Toulouse,FR,2020-09-10 08:00:00.000000000,2020-09-10 21:00:00.000000000,True,2022-02-03 00:00:00.000000000,0,5,True,True,False,False,True,False,False,crepeat,43.6318264,1.4847519,2019-05-08 13:06:12.011105000
209,2021-06-01,2021-03-31,8618,Outbound,Retail,Mensuel,Newbiz,,Churn,109.0,baudouin@skello.io,80450,CAMON,FR,2021-03-05 07:00:00.000000000,2021-03-05 18:00:00.000000000,True,2021-06-01 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,,,2021-03-05 10:42:39.848152000
210,2021-07-03,2020-07-03,6747,Inbound,Health,Annuel,Newbiz,,Churn,98.1,hello@skello.io,59460,Jeumont,FR,2020-07-20 00:00:00.000000000,2020-07-20 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,True,False,False,False,True,False,False,,,,2020-07-03 11:37:35.256864000
211,2022-03-30,2021-06-30,1770,Outbound,Hospitality,Mensuel,Contract Change,Account Management,Churn,158.0,ilona.dronne@skello.io,78000,Versailles,FR,2022-01-18 09:00:00.000000000,2022-01-18 00:00:00.000000000,False,,1,5,False,True,False,False,True,False,False,payfit,48.8070732,2.1329871,2018-08-23 14:49:50.160361000
212,2021-10-21,2020-10-22,1768,Outbound,Hospitality,Annuel,Contract Change,CSM,Churn,160.74,meng-lan@skello.io,33000,Bordeaux ,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,True,2021-11-15 00:00:00.000000000,0,5,True,True,False,False,True,True,False,bhi,44.8338544,-0.5913739,2018-08-23 05:50:39.013916000
213,2022-01-30,2021-01-31,8414,Outbound,Health,Annuel,Newbiz,,Churn,98.1,agathe.lemaistre@skello.io,72190,SARGE LES LE MANS,FR,2021-02-17 06:00:00.000000000,2021-02-17 23:00:00.000000000,True,2022-02-25 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,48.02581259999999,0.2389457,2021-01-29 10:02:23.483616000
214,2022-02-03,2021-12-29,10595,Inbound,Retail,Mensuel,Contract Change,CSM,Churn,109.0,maelle.briot@skello.io,75001,PARIS,FR,2021-11-07 07:00:00.000000000,2021-11-07 21:00:00.000000000,False,,0,5,False,False,False,True,True,True,False,,48.85845339999999,2.3479223,2021-10-18 10:39:36.483202000
215,2021-12-15,2021-09-30,862,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,188.0,maelle.briot@skello.io,75011 ,Paris ,FR,2022-04-30 08:00:00.000000000,2022-04-30 08:00:00.000000000,False,,0,5,True,True,False,False,True,True,False,,48.8654569,2.3820249,2017-12-08 10:45:45.111147000
216,2021-10-25,2021-09-30,4775,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,109.0,marie-victoire@skello.io,33400,TALENCE,FR,2021-11-17 08:00:00.000000000,2021-11-17 02:00:00.000000000,False,,0,5,False,True,False,False,True,False,False,,44.8123241,-0.5875809,2019-12-06 10:07:32.080450000
217,2022-02-26,2020-01-31,5689,Outbound,Hospitality,Mensuel,Newbiz,,Churn,74.0,agathe.r@skello.io,45160,OLIVET,FR,2020-01-31 06:00:00.000000000,2020-01-31 21:00:00.000000000,True,2022-03-15 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,47.8401814,1.9147736,2020-01-31 18:16:04.746416000
218,2021-07-30,2020-07-31,6905,Inbound,Other,Annuel,Newbiz,Inbound,Churn,99.0,florian@skello.io,67000,Strasbourg,FR,2020-08-12 07:00:00.000000000,2020-08-12 18:00:00.000000000,True,2021-07-30 00:00:00.000000000,0,5,True,False,False,False,True,False,False,,,,2020-07-28 09:54:21.219608000
219,2021-08-13,2021-06-30,2006,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,florian@skello.io,59800,LILLE,FR,2020-03-16 00:00:00.000000000,2020-03-16 00:00:00.000000000,True,2021-08-16 17:55:27.223000000,0,5,False,False,False,False,True,False,False,payfit,50.639316,3.0634201,2018-10-05 12:49:05.738697000
220,2021-12-06,2021-10-04,10463,Outbound,Hospitality,Mensuel,Roll-out,CSM,Churn,139.0,thibaut.m@skello.io,31600,MURET,FR,2021-10-03 00:00:00.000000000,2021-10-03 00:00:00.000000000,True,2021-12-06 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,43.4604535,1.3253954,2021-10-03 21:34:26.594308000
221,2021-07-01,2021-01-31,2036,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 72100 ,LE MANS ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-01 00:00:00.000000000,0,5,True,True,False,False,True,False,False,spv,47.9911727,0.2330584,2018-10-08 12:13:17.765332000
222,2022-01-01,2021-08-31,5233,Outbound,Hospitality,Mensuel,Contract Change,,Churn,40.87,timothee@skello.io,,,FR,2018-10-12 05:00:00.000000000,2018-10-12 21:00:00.000000000,False,,0,12,True,False,False,False,True,True,False,hanagroup,,,2020-01-08 19:14:29.991564000
223,2022-03-16,2022-01-29,8335,Inbound,Retail,Annuel,Renewal,Inbound,Churn,125.1,hello@skello.io,27000,EVREUX,FR,2021-01-28 07:00:00.000000000,2021-01-28 20:00:00.000000000,True,2022-03-16 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,49.0082693,1.1654818,2021-01-22 16:53:24.194017000
224,2021-10-28,2021-08-31,10037,Inbound,Health,Mensuel,Newbiz,Outbound,Churn,109.0,louise@skello.io,35400,Saint Malo,FR,2021-10-06 09:00:00.000000000,2021-10-06 20:00:00.000000000,True,2021-10-28 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,48.6243333,-1.9935719,2021-08-27 15:36:06.937681000
225,2022-01-01,2021-08-31,5357,Outbound,Hospitality,Mensuel,Contract Change,,Churn,40.87,timothee@skello.io,,,FR,2020-01-29 05:00:00.000000000,2020-01-29 21:00:00.000000000,True,2022-03-09 16:55:36.297000000,0,12,True,False,False,False,True,True,False,hanagroup,,,2020-01-08 19:16:30.261202000
226,2022-03-02,2021-12-29,11499,Inbound,Retail,Mensuel,Newbiz,Inbound,Churn,139.0,hello@skello.io,93200,Saint-Denis,FR,2021-12-22 05:00:00.000000000,2021-12-22 16:00:00.000000000,True,2022-03-02 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,48.9299749,2.343679,2021-12-21 09:04:46.056545000
227,2021-08-13,2021-06-30,2002,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,florian@skello.io,75018,PARIS,FR,2020-03-16 00:00:00.000000000,2020-03-16 00:00:00.000000000,True,2021-08-16 17:58:52.955000000,0,5,True,False,False,False,True,False,False,payfit,48.8855236,2.3363111,2018-10-05 12:41:30.131072000
228,2022-03-30,2022-02-08,13478,Inbound,Health,Mensuel,Newbiz,Inbound,Churn,139.0,julian.s@skello.io,97420,Le Port,FR,2022-02-25 00:00:00.000000000,2022-02-25 00:00:00.000000000,True,2022-03-30 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,-20.9410165,55.2948268,2022-02-25 22:39:55.980294000
229,2021-10-21,2020-10-22,4769,Outbound,Hospitality,Annuel,Contract Change,CSM,Churn,135.09,meng-lan@skello.io,50110,TOURLAVILLE,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,True,2021-11-15 00:00:00.000000000,0,5,True,True,False,False,True,False,False,bhi,49.6334891,-1.5833877,2019-12-05 17:25:57.956666000
230,2021-06-11,2021-01-12,6684,Inbound,Hospitality,Mensuel,Contract Change,CSM,Churn,168.0,ilona.dronne@skello.io,75016,PARIS,FR,2020-08-09 00:00:00.000000000,2020-08-09 00:00:00.000000000,True,2021-01-11 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,,,2020-06-29 08:21:27.042580000
231,2022-02-11,2021-02-19,7140,Outbound,Hospitality,Mensuel,Contract Change,,Churn,144.0,agathe.lemaistre@skello.io,97420,Le Port,RE,2021-10-22 06:00:00.000000000,2021-10-22 02:00:00.000000000,False,,0,5,True,True,False,False,True,True,False,,-20.9381024,55.2927906,2020-08-31 13:37:03.713699000
232,2021-08-01,2021-01-31,2041,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io,71000 ,SENNECE-LES-MACON ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,15,False,True,False,False,True,False,False,spv,46.3266228,4.809858999999999,2018-10-08 12:20:50.163731000
233,2022-01-03,2021-09-02,4748,Outbound,Hospitality,Mensuel,Contract Change,,Churn,85.32,timothee@skello.io,67000,Strasbourg,FR,2020-09-10 08:00:00.000000000,2020-09-10 22:00:00.000000000,True,2022-02-03 00:00:00.000000000,0,5,True,False,False,False,True,False,False,crepeat,48.5838134,7.740766700000001,2019-12-05 09:40:05.881613000
234,2021-07-01,2021-01-31,2021,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 41000 ,BLOIS ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,True,True,False,False,True,False,False,spv,47.609844,1.3337047,2018-10-08 11:00:38.495748000
235,2022-02-01,2021-11-26,11064,Self Serve,Hospitality,Mensuel,Newbiz,Inbound,Churn,139.0,hello@skello.io,67000,Strasbourg,FR,2021-11-29 06:00:00.000000000,2021-11-29 21:00:00.000000000,True,2022-02-01 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,48.58125159999999,7.7454004,2021-11-29 09:24:50.486411000
236,2021-12-03,2021-09-30,10223,Outbound,Hospitality,Mensuel,Newbiz,,Churn,139.0,baptiste@skello.io,83150,BANDOL,FR,2021-09-20 04:00:00.000000000,2021-09-20 21:00:00.000000000,True,2021-12-03 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,43.146477,5.7666457,2021-09-20 11:46:08.205996000
237,2022-02-01,2021-02-01,5676,Inbound,Hospitality,Annuel,Contract Change,,Churn,125.1,hello@skello.io,92100,BOULOGNE BILLANCOURT,FR,2020-10-08 08:00:00.000000000,2020-10-08 00:00:00.000000000,False,,0,5,False,True,False,False,True,True,False,silae,48.8339513,2.2453416,2020-01-31 10:36:01.684769000
238,2021-12-23,2020-12-31,8106,Outbound,Retail,Annuel,Newbiz,Outbound,Churn,142.2,dennis@skello.io,13230,PORT SAINT LOUIS DU RHONE,FR,2021-03-22 00:00:00.000000000,2021-03-22 00:00:00.000000000,True,2021-12-23 00:00:00.000000000,0,5,True,False,False,False,True,False,False,,43.38918899999999,4.808036899999999,2020-12-16 09:37:29.346939000
239,2021-10-04,2021-09-22,10048,Self Serve,Hospitality,Mensuel,Newbiz,Inbound,Churn,188.0,shannen@skello.io,75011,Paris,FR,2021-09-04 09:00:00.000000000,2021-09-04 20:00:00.000000000,True,2021-10-29 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,,,2021-08-30 16:45:44.280594000
240,2021-06-11,2021-01-12,6014,Inbound,Hospitality,Mensuel,Contract Change,CSM,Churn,168.0,ilona.dronne@skello.io,75012,Paris,FR,2020-06-29 00:00:00.000000000,2020-06-29 00:00:00.000000000,True,2020-12-01 01:15:04.377183000,0,5,False,True,False,False,True,True,False,,,,2020-02-28 13:09:31.104282000
241,2022-01-26,2020-12-20,4328,Inbound,Industry & Services,Mensuel,Contract Change,Account Management,Churn,139.0,hello@skello.io,93400,SAINT-OUEN,FR,2019-10-28 00:00:00.000000000,2019-10-28 00:00:00.000000000,True,2022-02-12 00:00:00.000000000,0,10,True,False,False,False,True,True,False,payfit,48.9012088,2.3276552,2019-10-25 06:35:10.222361000
242,2022-01-11,2021-02-01,2245,Outbound,Hospitality,Mensuel,Contract Change,Account Management,Churn,139.0,hello@skello.io,94597,RUNGIS CEDEX,FR,2021-11-04 00:00:00.000000000,2021-11-04 00:00:00.000000000,True,2022-01-31 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,48.7600291,2.3584381,2018-11-08 10:26:27.394466000
243,2021-08-02,2020-08-28,3438,Outbound,Hospitality,Annuel,Renewal,CSM,Churn,50.0,timothee@skello.io,1204,GENEVE,FR,2019-06-03 07:00:00.000000000,2019-06-03 21:00:00.000000000,True,2021-08-02 00:00:00.000000000,0,5,False,False,False,False,True,False,False,jour,46.2035439,6.146220599999999,2019-06-05 16:53:15.028705000
244,2021-12-06,2021-09-30,10348,Outbound,Retail,Mensuel,Newbiz,,Churn,188.0,alexis@skello.io,02240,RIBEMONT,FR,2021-10-28 05:00:00.000000000,2021-10-28 20:00:00.000000000,True,2021-12-06 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,49.801659,3.4660516,2021-09-28 09:40:12.009718000
245,2021-12-06,2021-09-30,10209,Inbound,Hospitality,Mensuel,Newbiz,Inbound,Churn,139.0,shannen@skello.io,33000,Bordeaux,FR,2021-09-24 08:00:00.000000000,2021-09-24 23:00:00.000000000,True,2022-02-02 17:29:52.728000000,0,5,False,True,False,False,True,True,False,,44.832204,-0.5721896,2021-09-17 17:15:45.592634000
246,2022-01-30,2020-03-11,6058,Inbound,Hospitality,Mensuel,Newbiz,Inbound,Churn,89.0,emma@skello.io,33000,BORDEAUX,FR,2020-03-09 00:00:00.000000000,2020-03-09 00:00:00.000000000,True,2022-01-30 00:00:00.000000000,0,5,True,True,False,False,True,False,False,,44.84186039999999,-0.5796162,2020-03-08 19:55:48.101844000
247,2022-01-30,2020-06-24,9031,Outbound,Hospitality,Mensuel,Newbiz,Outbound,Churn,119.0,agathe.lemaistre@skello.io,01220,Divonne le Bains,FR,2021-06-04 05:00:00.000000000,2021-06-04 00:00:00.000000000,True,2022-01-30 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,46.3584965,6.137711299999999,2021-04-22 11:32:57.207388000
248,2022-02-22,2022-01-31,12427,Outbound,Health,Mensuel,Newbiz,Outbound,Churn,109.0,louise@skello.io,91460,marcoussis,FR,2022-01-27 09:00:00.000000000,2022-01-27 20:00:00.000000000,True,2022-02-22 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,48.6419489,2.2334691,2022-01-26 16:07:42.870896000
249,2021-08-01,2021-01-31,2017,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 74100 ,ANNEMASSE,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,False,True,False,False,True,False,False,spv,46.192893,6.2549966,2018-10-08 10:54:54.527328000
250,2021-12-28,2021-09-30,5691,Outbound,Hospitality,Mensuel,Contract Change,,Churn,188.0,maelle.briot@skello.io,29890,KERLOUAN,FR,2022-02-09 09:00:00.000000000,2022-02-09 23:00:00.000000000,False,,0,5,False,True,False,False,True,True,False,,48.6677952,-4.3723862,2020-01-31 20:30:11.705883000
251,2022-01-01,2021-01-19,8297,Outbound,Health,Annuel,Newbiz,Outbound,Churn,142.2,jeremy.h@skello.io,06410,BIOT,FR,2021-03-10 06:00:00.000000000,2021-03-10 23:00:00.000000000,True,2022-01-01 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,43.6206181,7.0592973,2021-01-19 08:25:14.481174000
252,2022-02-26,2021-05-15,5034,Outbound,Industry & Services,Mensuel,Contract Change,,Churn,109.0,minea@skello.io,28013,Madrid ,ES,2020-07-17 00:00:00.000000000,2020-07-17 00:00:00.000000000,True,2022-04-08 18:14:30.302000000,0,5,False,True,False,False,True,False,False,payfit,40.4204964,-3.7079958,2019-12-20 16:55:33.612630000
253,2021-12-10,2021-11-30,10838,Outbound,Hospitality,Mensuel,Newbiz,Outbound,Churn,109.0,finola@skello.io,38790,DIEMOZ,FR,2021-11-08 00:00:00.000000000,2021-11-08 00:00:00.000000000,True,2021-12-10 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,45.58498040000001,5.062073,2021-11-05 14:14:35.677268000
254,2021-08-01,2020-09-09,5928,Outbound,Hospitality,Annuel,Contract Change,CSM,Churn,109.0,constance@skello.io,76600,LE HAVRE,FR,2020-02-21 08:00:00.000000000,2020-02-21 00:00:00.000000000,True,2021-06-25 20:50:11.355000000,0,5,True,True,False,False,True,True,False,,,,2020-02-21 10:15:46.348196000
255,2021-08-01,2021-01-31,2022,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 33700 ,MERIGNAC  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,10,True,True,False,False,True,False,False,spv,44.8345853,-0.6720164,2018-10-08 11:03:33.629125000
256,2021-06-02,2021-01-05,910,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,119.0,carlotta@skello.io,75116,PARIS,FR,2019-12-30 04:00:00.000000000,2019-12-30 04:00:00.000000000,True,2021-03-24 14:35:09.717000000,0,10,False,True,False,False,True,True,False,paradis_du_fruit_cdi,48.8622057,2.2876293,2017-12-18 18:58:02.553769000
257,2021-12-30,2020-12-16,8102,Outbound,Retail,Mensuel,Newbiz,Outbound,Churn,188.0,dennis@skello.io,39240,THOIRETTE,FR,2020-12-15 06:00:00.000000000,2020-12-15 21:00:00.000000000,True,2021-12-30 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,46.2694927,5.534707,2020-12-15 08:31:18.819404000
258,2022-02-16,2021-02-28,8535,Outbound,Hospitality,Mensuel,Newbiz,Outbound,Churn,158.0,maelle.briot@skello.io,54000,Nancy,FR,2021-02-18 00:00:00.000000000,2021-02-18 00:00:00.000000000,True,2022-03-15 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,48.6898411,6.182725700000001,2021-02-18 16:21:54.817398000
259,2021-06-26,2020-02-17,5798,Outbound,Hospitality,Mensuel,Roll-out,,Churn,109.0,agathe.lemaistre@skello.io,78140,Vélizy Villacoublay,FR,2020-09-28 08:00:00.000000000,2020-09-28 02:00:00.000000000,True,2021-07-01 14:00:06.708000000,0,5,False,True,False,False,True,True,False,,,,2020-02-12 11:00:35.705086000
260,2022-01-20,2021-05-19,1081,Outbound,Hospitality,Mensuel,Contract Change,,Churn,188.0,agathe.lemaistre@skello.io,75015 ,PARIS,FR,2021-07-19 00:00:00.000000000,2021-07-19 00:00:00.000000000,False,,0,5,False,True,False,False,True,True,False,,48.8368423,2.2762358,2018-02-08 14:12:21.389100000
261,2022-01-11,2021-07-15,6300,Outbound,Retail,Mensuel,Contract Change,Account Management,Churn,188.0,maelle.briot@skello.io,07500,GUILHERAND GRANGES,FR,2021-07-13 07:00:00.000000000,2021-07-13 22:00:00.000000000,True,2022-01-11 00:00:00.000000000,10,20,True,False,False,False,True,True,False,,44.9376778,4.8658138,2020-04-21 14:24:48.444770000
262,2022-03-30,2021-03-31,7946,Inbound,Retail,Annuel,Contract Change,,Churn,83.385,timothee@skello.io,97600,MAMOUDZOU,YT,2021-08-27 06:00:00.000000000,2021-08-27 23:00:00.000000000,False,,0,5,False,True,False,False,True,False,False,,-12.7852081,45.2263913,2020-12-01 13:20:52.393968000
263,2022-01-01,2021-08-31,5360,Outbound,Hospitality,Mensuel,Contract Change,,Churn,40.87,timothee@skello.io,,,FR,2022-03-09 05:00:00.000000000,2022-03-09 21:00:00.000000000,True,2022-03-09 15:51:46.120000000,0,12,True,False,False,False,True,True,False,hanagroup,,,2020-01-08 19:16:32.901199000
264,2021-10-25,2021-09-30,4778,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,109.0,marie-victoire@skello.io,33400,TALENCE,FR,2021-02-02 09:00:00.000000000,2021-02-02 01:00:00.000000000,True,2021-11-15 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,44.8123241,-0.5875809,2019-12-06 10:57:20.330380000
265,2021-08-13,2021-06-30,2876,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,florian@skello.io,75004,PARIS,FR,2020-03-16 00:00:00.000000000,2020-03-16 00:00:00.000000000,True,2021-08-19 09:35:32.208000000,0,5,True,False,False,False,True,False,False,payfit,48.8580379,2.3533759,2019-02-27 16:38:30.714559000
266,2021-06-11,2021-03-31,5968,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,109.0,hello@skello.io,06700,Saint Laurent du Var,FR,2020-03-02 08:00:00.000000000,2020-03-02 21:00:00.000000000,True,2021-06-11 00:00:00.000000000,0,5,True,True,False,False,True,False,False,,,,2020-02-25 19:21:55.367846000
267,2021-08-01,2021-01-31,2060,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 57500, SAINT- AVOLD  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,False,True,False,False,True,False,False,spv,49.111465,6.677936,2018-10-08 13:02:26.288860000
268,2021-11-19,2021-06-30,9593,Inbound,Health,Mensuel,Newbiz,,Churn,188.0,raphael@skello.io,97425,Saint Louis,RE,2021-08-18 00:00:00.000000000,2021-08-18 00:00:00.000000000,True,2021-11-19 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,-21.2843728,55.4073871,2021-06-23 11:48:02.500293000
269,2021-09-11,2020-03-31,6194,Outbound,Hospitality,Mensuel,Newbiz,Outbound,Churn,89.0,maelle.briot@skello.io,33140,VILLENAVE D'ORNON,FR,2020-09-14 00:00:00.000000000,2020-09-14 00:00:00.000000000,True,2021-09-11 00:00:00.000000000,0,5,True,True,False,False,True,False,False,,,,2020-03-30 14:25:01.735284000
270,2021-07-01,2021-01-31,2061,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 06560 ,VALBONNE  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,True,True,False,False,True,False,False,spv,43.6190183,7.056676899999999,2018-10-08 13:03:34.819613000
271,2021-06-29,2020-06-23,4997,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,89.0,hello@skello.io,65100,LOURDES,FR,2020-01-29 06:00:00.000000000,2020-01-29 01:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,10,True,True,False,False,True,False,False,,,,2019-12-19 10:22:43.094008000
272,2022-02-26,2021-06-01,4880,Outbound,Hospitality,Mensuel,Contract Change,,Churn,119.0,ilona.dronne@skello.io,75010,Paris,FR,2021-09-06 06:00:00.000000000,2021-09-06 01:00:00.000000000,False,,0,5,True,True,False,False,True,False,False,,48.86919390000001,2.3664057,2019-12-12 13:45:08.549468000
273,2021-08-13,2021-06-30,1998,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,florian@skello.io,75017,PARIS,FR,2020-03-16 00:00:00.000000000,2020-03-16 00:00:00.000000000,True,2021-08-16 17:59:05.828000000,0,5,False,False,False,False,True,False,False,payfit,48.8874782,2.3201374,2018-10-05 12:32:46.938482000
274,2022-03-11,2021-12-20,1211,Outbound,Hospitality,Mensuel,Contract Change,,Churn,139.0,maelle.briot@skello.io,83160,LA VALETTE DU VAR,FR,2018-07-16 05:00:00.000000000,2018-07-16 01:00:00.000000000,True,2022-04-01 00:00:00.000000000,0,5,True,True,False,False,True,True,False,steak_n_shake,43.1363035,6.0060581,2018-03-13 14:23:46.457251000
275,2021-12-16,2021-10-31,10506,Outbound,Health,Mensuel,Newbiz,,Churn,109.0,maelle.briot@skello.io,42190,CHARLIEU,FR,2021-10-06 04:00:00.000000000,2021-10-06 00:00:00.000000000,True,2021-12-16 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,46.1625574,4.1685702,2021-10-06 12:17:51.221999000
276,2022-02-26,2021-06-01,7332,Outbound,Hospitality,Mensuel,Contract Change,,Churn,119.0,ilona.dronne@skello.io,75009,Paris,FR,2021-09-06 06:00:00.000000000,2021-09-06 02:00:00.000000000,True,2022-03-15 00:00:00.000000000,0,5,True,False,False,False,True,False,False,,48.8765729,2.3397434,2020-09-22 13:29:46.197452000
277,2022-03-25,2021-09-30,7151,Outbound,Hospitality,Mensuel,Contract Change,,Churn,109.0,agathe.lemaistre@skello.io,94000,CRETEIL,FR,2020-09-22 00:00:00.000000000,2020-09-22 00:00:00.000000000,True,2022-03-31 00:00:00.000000000,0,5,False,True,False,False,True,False,False,french_hotel,48.7680583,2.464418,2020-09-01 09:25:56.233207000
278,2021-07-28,2020-07-27,6767,Outbound,Hospitality,Annuel,Roll-out,Outbound,Churn,79.0,marie-victoire@skello.io,54320,MAXEVILLE,FR,2020-11-02 01:00:00.000000000,2020-11-02 23:00:00.000000000,False,,3,5,False,False,False,False,True,False,False,,,,2020-07-07 18:49:36.875225000
279,2022-03-06,2021-10-07,7003,Outbound,Hospitality,Mensuel,Contract Change,,Churn,188.0,maelle.briot@skello.io,67100,Strasbourg,FR,2021-11-19 07:00:00.000000000,2021-11-19 03:00:00.000000000,True,2022-03-24 15:21:43.540000000,0,5,True,True,False,False,True,True,False,,48.5739696,7.764062999999999,2020-07-31 16:54:12.271986000
280,2021-06-24,2021-04-17,5810,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,125.1,maelle.briot@skello.io,67000,Strasbourg,FR,2020-02-18 05:00:00.000000000,2020-02-18 02:00:00.000000000,True,2021-06-24 00:00:00.000000000,0,5,True,True,False,False,True,True,False,,,,2020-02-13 10:42:28.742034000
281,2021-08-13,2021-06-30,2088,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,florian@skello.io,33000,BORDEAUX,FR,2020-03-16 00:00:00.000000000,2020-03-16 00:00:00.000000000,True,2021-08-16 17:58:10.785000000,0,5,False,True,False,False,True,False,False,payfit,44.8412837,-0.5748939,2018-10-11 10:27:00.104152000
282,2021-08-15,2021-04-30,9066,Outbound,Health,Mensuel,Newbiz,Outbound,Churn,109.0,louise@skello.io,35000,RENNES,FR,2021-05-11 08:00:00.000000000,2021-05-11 20:00:00.000000000,True,2021-08-31 16:35:11.368000000,0,5,True,False,False,False,True,False,False,,,,2021-04-26 13:35:18.072205000
283,2022-03-16,2021-12-31,11124,Outbound,Health,Annuel,Newbiz,Outbound,Churn,84.55,david.goncalvez@skello.io,13170,Les Pennes-Mirabeau,FR,2021-12-02 09:00:00.000000000,2021-12-02 20:00:00.000000000,True,2022-03-16 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,43.4146921,5.3612594,2021-12-02 18:24:35.054995000
284,2021-10-21,2020-10-22,4763,Outbound,Hospitality,Annuel,Contract Change,CSM,Churn,135.09,meng-lan@skello.io,71570 ,CHAINTRE,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,True,2021-11-15 00:00:00.000000000,0,5,False,True,False,False,True,False,False,bhi,46.25681729999999,4.7912421,2019-12-05 14:21:31.775364000
285,2022-02-11,2021-09-30,2216,Outbound,Hospitality,Mensuel,Contract Change,,Churn,139.0,hello@skello.io,33000,BORDEAUX,FR,2022-02-15 08:00:00.000000000,2022-02-15 00:00:00.000000000,True,2022-03-17 00:00:00.000000000,0,5,True,True,False,False,True,True,False,,44.8442278,-0.5769261,2018-10-31 11:06:33.301122000
